,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS,Source
5762,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCO,CCCCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.472370099128661,
5763,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCO,CCCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.6779875614176,
5764,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCO,CCCCC1~OC(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O1,-3.6675615400843946,
5765,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCOC(C)=O,CCCCCO1~C(CN(CCCC)CCCC)(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)O~C1(C)=O,-2.3244966152720434,
5766,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCOC(C)=O,CCCCN(CCCC)CC1(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O(CCCC)C(C)(=O)~O1,-2.3732491463166068,
5767,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCOC(C)=O,CCCCN(CCCC)CC1(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O(CCC)C(C)(=O)~O1,-2.55206713440782,
5768,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,COC(C)=O,CCCCN(CCCC)CC1(c2cc(Cl)cc3c2-c2ccc(Cl)cc2/C3=C/c2ccc(Cl)cc2)~O(C)C(C)(=O)~O1,-3.182963773949971,
5769,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,OCCO,CCCCS(=O)(=O)N[C@H]1Cc2ccc(cc2)O(CCCCC2CCNCC2)~C(CO)O~C1(=O)O,-4.327902142064283,
5770,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCCCCO,CCCCc1nc(Cl)c(CO~C(CCCC)O~[K+])n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,-1.3503731131594705,
5771,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CC(C)CO,CCCN(CCC)S(=O)(=O)c1ccc(C2(=O)~OC(C(C)C)~O2)cc1,-2.4405722002405104,
5772,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCCO,CCCCC1~OC(=O)(c2ccc(S(=O)(=O)N(CCC)CCC)cc2)~O1,-2.0559123205845657,
5773,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCOC(C)=O,CCCCO1~C(=O)(c2ccc(S(=O)(=O)N(CCC)CCC)cc2)O~C1(C)=O,-2.5111673656176,
5774,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,COC(C)(C)C,CCCN(CCC)S(=O)(=O)c1ccc(C2(=O)~O(C)C(C)(C)(C)~O2)cc1,-2.3361107013773386,
5775,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,COC(C)=O,CCCN(CCC)S(=O)(=O)c1ccc(C2(=O)~O(C)C(C)(=O)~O2)cc1,-2.348237552619889,
5776,CCCOC(=O)c1ccc(O)cc1,CC(C)CO,CCCOC1(=O)~OC(C(C)C)~Oc2ccc1cc2,-0.996970529446382,
5777,CCCOC(=O)c1ccc(O)cc1,CCCCOC(C)=O,CCCCO1~C(=O)(OCCC)c2ccc(cc2)O~C1(C)=O,-0.8452717925598444,
5778,CCCOC(=O)c1ccc(O)cc1,COC(C)=O,CCCOC1(=O)~O(C)C(C)(=O)~Oc2ccc1cc2,-0.9132843360551176,
5779,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CC(C)CO,CCCSc12~OC(C(C)C)~OCCO[C@H]3C[C@H]([C@H](O)[C@@H]3O)n3nnc(c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)n1)c3n2,-2.8288588489716178,
5780,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCC(C)=O,CCCSc12~O=C(C)(CC)~OCCO[C@H]3C[C@H]([C@H](O)[C@@H]3O)n3nnc(c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)n1)c3n2,-1.6613443344212997,
5781,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCCCCCCO,CCCCCCCC1~OCCO[C@H]2C[C@H]([C@H](O)[C@@H]2O)n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC)(~O1)nc32,-2.6779875614175994,
5782,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,O=C1CCCCC1,CCCSc12~O=C3(~OCCO[C@H]4C[C@H]([C@H](O)[C@@H]4O)n4nnc(c(N[C@@H]5C[C@H]5c5ccc(F)c(F)c5)n1)c4n2)CCCCC3,-1.5770820192323376,
5783,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CS(C)=O,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@@H]3OP(=O)(O)(O)~O=S(C)(C)~O[C@@H]2[C@@H]3O)[C@H](C)Cl)N(C)C1,-3.374687549038326,
5784,CCCc1cc(=O)[nH]c(=S)[nH]1,CN1CCCC1=O,CCCc1cc2(=O)~N3(C)CCCC3(=O)~[nH]1c(=S)[nH]2,-1.0760310351245288,
5785,CCCc1cc(=O)[nH]c(=S)[nH]1,CS(C)=O,CCCc1cc2(=O)~O=S(C)(C)~[nH]1c(=S)[nH]2,-0.7772835288524167,
5786,CCCc1cc(=O)[nH]c(=S)[nH]1,OCCO,CCCc1cc2(=O)~OC(CO)~[nH]1c(=S)[nH]2,-2.138824164486971,
5787,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC(C)CO,CCCc1ncc(C(~OC(~[Cl-])C(C)C)[n+]2ccccc2C)c(N)n1.Cl,-5.031517051446065,
5788,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCCCCCCCO,CCCCCCCC(~[Cl-])O~C(c1cnc(CCC)nc1N)[n+]1ccccc1C.Cl,-5.698970004336019,
5789,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],O=C1CCCCC1,CCCc1ncc(C(~O=C2(~[Cl-])CCCCC2)[n+]2ccccc2C)c(N)n1.Cl,-3.932557157223619,
5790,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,C1CCOC1,CCN(CC)CCCC(C)N(c1ccnc2cc(Cl)ccc12)~C1CCCO1~P(=O)(O)(O)O.O=P(O)(O)O,-4.504455662453552,
5791,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,CC(O)CO,CCN(CC)CCNC1(=O)~OCC(C)(O)~O(C)c2cc(N)c(Cl)cc21.Cl,-1.3413209714175511,
5792,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,CCOCCOCCO,CCOCC1~O(C)c2cc(N)c(Cl)cc2C(=O)(NCCN(CC)CC)~OCCO1.Cl,-1.317223353685566,
5793,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl,OCCO,CCN(CC)CCNC1(=O)~OC(CO)~O(C)c2cc(N)c(Cl)cc21.Cl,-0.8698914796390635,
5794,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,C1CCOC1,CCN1CCCC1CNC1(=O)~O2CCCC2~O(C)c2ccc(S(N)(=O)=O)cc21,-2.963371104637839,
5795,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CN1CCCC1=O,CCN1CCCC1CNC1(=O)~N2(C)CCCC2(=O)~O(C)c2ccc(S(N)(=O)=O)cc21,-1.0915686010339936,
5796,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C(=O)[O-])n3C2CC2)CC1.[Na+],ClCCl,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C([O-])=O~C(Cl)Cl~[Na+])n3C2CC2)CC1,-2.092051478387728,
5797,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,C1CCOC1,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C4=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21)C(N)(=O)~O1CCCC1~O4.Cl.Cl.O,-2.982549270489464,
5798,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)CO,CC(C)C1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-3.099086932262331,
5799,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCC(=O)O,CCC1(=O)~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-3.5016894462104,
5800,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCCCCO,CCCCC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-2.472756883611911,
5801,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,C1CCCCC1,CCO1~C2(~C1(=O)C1=C[C@]3(CC)CCCN4CCc5c(n1c1ccccc51)[C@@H]43)CCCCC2,-2.876507698577349,
5802,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCC(C)=O,CCO1~C(C)(CC)=O~C1(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,-2.278692369747579,
5803,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,COC(C)=O,CCO1~C(C)(=O)O(C)~C1(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,-2.5809534228958406,
5804,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCCCO,CCCCC1~O(CC)C(=O)(N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)~O1,-1.648783654660658,
5805,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)(C)O,CCOC1(=O)~OC(C)(C)(C)~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@@H]1C,-2.773915884024176,
5806,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)CO,CCOC1(=O)~OC(C(C)C)~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@@H]1C,-2.7090754406172457,
5807,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCCCC,CCCC1~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@H](C)C(=O)(OCC)~CCC1,-3.095068172604347,
5808,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)CO,CCO1~C(C(C)C)O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-1.996970529446382,
5809,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCC(C)=O,CCO1~C(C)(CC)=O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-3.657577319177794,
5810,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCC(C)O,CCO1~C(C)(CC)O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-2.380906669373257,
5811,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCCCCO,CCCCC1~O(CC)C(=O)([C@@H](N)CCc2ccccc2)~O1.Cl,-1.7931741239681502,
5812,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,COC(C)=O,CCO1~C(C)(=O)O(C)~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-4.3979400086720375,
5813,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,ClCCl,CCO1~C(Cl)Cl~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-1.763462738511306,
5814,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)CO,CCO1~C(C(C)C)O~C1(=O)[C@@H]1CSCN1.Cl,-2.814174640387038,
5815,CCOC(=O)[C@@H]1CSCN1.Cl,CCC(C)=O,CCO1~C(C)(CC)=O~C1(=O)[C@@H]1CSCN1.Cl,-4.3872161432802645,
5816,CCOC(=O)[C@@H]1CSCN1.Cl,CCC(C)O,CCO1~C(C)(CC)O~C1(=O)[C@@H]1CSCN1.Cl,-3.115771230367396,
5817,CCOC(=O)[C@@H]1CSCN1.Cl,COC(C)=O,CCO1~C(C)(=O)O(C)~C1(=O)[C@@H]1CSCN1.Cl,-4.42021640338319,
5818,CCOC(=O)[C@@H]1CSCN1.Cl,ClCCl,CCO1~C(Cl)Cl~C1(=O)[C@@H]1CSCN1.Cl,-2.1953154850930594,
5819,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCCCCCCCO,CCCCCCCC(~OC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)OCC)O~C(=O)(O)/C=C\C(=O)O,-3.507938395487401,
5820,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CCCCCCCCO,CCCCCCCC1~OC(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)(OCC)~O1,-2.6671577330056486,
5821,CCOC(=O)c1ccc(N)cc1,CC(C)CCO,CCO1~C(CC(C)C)O~C1(=O)c1ccc(N)cc1,-1.4749551929631548,
5822,CCOC(=O)c1ccc(N)cc1,CC(C)CO,CCO1~C(C(C)C)O~C1(=O)c1ccc(N)cc1,-1.5512936800949202,
5823,CCOc1ccc(NC(C)=O)cc1,C1CCOC1,CCO1~C2CCCO2~C(C)(=O)Nc2ccc1cc2,-1.7251496799833352,
5824,CCOc1ccc(NC(C)=O)cc1,CCCCCO,CCCCC1~O(CC)c2ccc(cc2)NC(C)(=O)~O1,-1.9425621317870607,
5825,CCOc1ccccc1C(N)=O,CC(C)CO,CCO1~C(C(C)C)O~C(N)(=O)c2ccccc21,-2.0883098412461387,
5826,CCOc1ccccc1C(N)=O,CCC(C)=O,CCO1~C(C)(CC)=O~C(N)(=O)c2ccccc21,-1.908122100370587,
5827,CCOc1ccccc1C(N)=O,CCC(C)O,CCO1~C(C)(CC)O~C(N)(=O)c2ccccc21,-2.133889960155624,
5828,CCOc1ccccc1C(N)=O,CCCCCO,CCCCC1~O(CC)c2ccccc2C(N)(=O)~O1,-2.066310291042105,
5829,CCOc1ccccc1C(N)=O,CCCCOC(C)=O,CCCCO1~C(N)(=O)c2ccccc2O(CC)~C1(C)=O,-2.2967946293045136,
5830,CCOc1ccccc1C(N)=O,CCCOC(C)=O,CCCO1~C(N)(=O)c2ccccc2O(CC)~C1(C)=O,-2.246800085800584,
5831,CCOc1ccccc1C(N)=O,CCOC=O,CCO1~C(=O)O(CC)~C(N)(=O)c2ccccc21,-2.0744816418225698,
5832,CCOc1ccccc1C(N)=O,COC(C)=O,CCO1~C(C)(=O)O(C)~C(N)(=O)c2ccccc21,-2.1267375405612734,
5833,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCC(C)=O,CCO1~C(C)(CC)=O~C(=O)(OC2CCCCC2)OC(C)OC(=O)c2cccc3nc1n(Cc1ccc(-c4ccccc4-c4nnn[nH]4)cc1)c23,-2.240332155310369,
5834,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,OCCO,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC1(=O)~OC(CO)~O(C)c2cc(OC)nc(n2)N1,-5.153291854543993,
5835,CC[C@@H](C(N)=O)N1CCCC1=O,C1CCCCC1,CC[C@H](N1CCCC1=O)C1(=O)~C2(~N1)CCCCC2,-4.862962545210487,
5836,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,ClC(Cl)Cl,CC[C@]1(O)c2cc3n(c(=O)c2CO2~C(Cl)(Cl)Cl~C21=O)Cc1cc2ccccc2nc1-3,-3.654567452500853,
5837,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC(=O)OC(C)C,CC[C@H](C)C1(=O)~O(C(C)C)C(C)(=O)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.474955192963155,
5838,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC(=O)OCC(C)C,CC[C@H](C)C1(=O)~O(CC(C)C)C(C)(=O)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.462180904926726,
5839,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)=O,CC[C@H](C)C1(=O)~O=C(C)(CC)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.123782159408358,
5840,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCCCOC(C)=O,CCCCO1~C(=O)([C@@H](C)CC)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O)CC(=O)O4~C1(C)=O)[C@H]32,-2.39040559077478,
5841,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCCOC(C)=O,CCCO1~C(=O)([C@@H](C)CC)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O)CC(=O)O4~C1(C)=O)[C@H]32,-2.40340290437354,
5842,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,COC(C)=O,CC[C@H](C)C1(=O)~O(C)C(C)(=O)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.5100415205751654,
5843,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCCCCC,CCCC1~OC2(~CC1)CC[C@@]1(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CC[C@@H](CC)C(C)C)[C@@]4(C)CC[C@@H]31)C2,-3.0646943097100747,
5844,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,C1CCOC1,CCc1ccc(C(=O)c2ccccc2C2(=O)~O3CCCC3~O2)cc1,-2.193820026016113,
5845,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,CCOC=O,CCc1ccc(C(=O)c2ccccc2C2(=O)~O(CC)C(=O)~O2)cc1,-2.853871964321762,
5846,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,CN1CCCC1=O,CCc1ccc(C(=O)c2ccccc2C2(=O)~N3(C)CCCC3(=O)~O2)cc1,-0.7888794587419506,
5847,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,CC(=O)O,CCc1ccc(CCO2~C(C)(=O)O~C3(=O)NC(=O)C(Cc4ccc2cc4)S3)nc1.Cl,-2.96537154337468,
5848,CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,CCCC1~N23CCCC(CSC2(=Nc2ccc(CC)cc2)~CC1)C3,-3.647817481888637,
5849,CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,CCCCCCCC1~N23CCCC(CSC2(=Nc2ccc(CC)cc2)~O1)C3,-1.9065783148377649,
5850,CCc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,CCCC1~N(c2ccc(CC)cc2)C2(~CC1)=NCCC1(CCCCC1)S2,-3.4377071355435254,
5851,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,CCC(C)O,CCC1(C)~n2(CC)c3ccccc3c3cc(ccc32)N2C=C(c3ccccc3)(~O1)NN2,-3.542118103266008,
5852,CCn1c2ccccc2c2ccccc21,CCCCCO,CCCCC1~n2(CC)c3ccccc3c3ccccc32~O1,-1.7958800173440752,
5853,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3cc(N4CCN(C)CC4)c(F)cc3c2=O)~O1,-6.2611401979278,
5854,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3c(F)c(N4CCNC(C)C4)c(F)cc3c2=O)~O1,-5.663940722133651,
5855,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3cc(N4CCNCC4)c(F)cc3c2=O)~O1,-4.2869296741443605,
5856,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3nc(N4CCNCC4)ncc3c2=O)~O1,-6.039148846280313,
5857,CN(C)/C=C/C(=O)c1cccnc1,C1CCCCC1,CN1(C)~C2(~C(=O)(c3cccnc3)C=C1)CCCCC2,-3.0087739243075053,
5858,CN(C)/C=C/C(=O)c1cccnc1,C1CCOC1,CN1(C)~C2CCCO2~C(=O)(c2cccnc2)C=C1,-1.678401569534656,
5859,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CCCCOC(C)=O,CCCCO1~C(=O)(/C=C\C(=O)O)O~C1(C)=O.CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-3.7825160557860937,
5860,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CCOC=O,CCO1~C(=O)(/C=C\C(=O)O)O~C1=O.CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-2.9817989775037086,
5861,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,C1CCOC1,CN1(C)~C2CCCO2~C1CC=C1c2ccccc2CCc2ccccc21.Cl,-3.2023170650851007,
5862,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CC(C)CCO,CC(C)CC1~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O1.Cl,-1.9124031255852865,
5863,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CCC(C)=O,CCC1(C)~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O=1.Cl,-2.594329278278673,
5864,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CCC(C)O,CCC1(C)~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O1.Cl,-2.139452384615111,
5865,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CCCCCO,CCCCC1~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O1.Cl,-1.4364963698488056,
5866,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,O=C1CCCCC1,CN1(C)~C2(=O~C1CC=C1c3ccccc3CCc3ccccc31)CCCCC2.Cl,-2.290356977480716,
